StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,Q1,Q4,Q7,Q8,Q9,Q10,Q11,Q12,Q14,Q72,Q15,Q16,Q69,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q49,Q48,Q50,Q51,Q70,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q53,Q54,Q55,Q56,Q57,Q58,Q59,Q61,Q60,Q62,Q63,Q71,Q65,Q66,Q67,Q68,MTurkCode,position,position2
11/12/17 10:38,11/12/17 10:45,IP Address,,100,424,TRUE,11/12/17 10:45,R_a5WnCJbwexkjzfr,,,,,,,anonymous,EN,"Yes, I consent.",,4,7,5,7,7,7,1,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,6,7,5,7,5,5,1,5,7,7,5,"I would likely try to use them for an upgrade - however, if I cant - I will most likely lose them ",Neither agree nor disagree,Female,39,,end,end
11/12/17 11:14,11/12/17 11:21,IP Address,,100,412,TRUE,11/12/17 11:21,R_3mGeCAAlOgqykyR,,,,,,,anonymous,EN,"Yes, I consent.",,3,7,3,7,1,5,3,1,3,6,7,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant and take the $100 Visa gift card instead,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Not spend my miles on a $150 gas card and take the $100 Visa gift card instead,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Spend my miles on an unlimited movie theater pass for one month,6,3,6,4,7,1,7,3,1,2,6,,,,,,,,,,,,,,,,,,,,,,,,I would have tried to convince the airline to use them for environmental conservation projects or education projects to fly young adults from developing nations to an international conference on environmental conservation.,Strongly agree,Female,24,,end,start
11/12/17 11:41,11/12/17 11:44,IP Address,,100,200,TRUE,11/12/17 11:44,R_BDr7tbkA7JtoOul,,,,,,,anonymous,EN,"Yes, I consent.",7,4,6,5,7,6,7,5,6,5,3,,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,7,4,4,5,7,6,7,4,6,4,3,,,,,,,,,,,,,,,,,,,,,,,,"They would expire, and I would start again with 0 miles.",Somewhat agree,Male,22,,start,start
11/12/17 14:17,11/12/17 14:24,IP Address,,100,444,TRUE,11/12/17 14:24,R_3p5XaGUl06Duez2,,,,,,,anonymous,EN,"Yes, I consent.",6,5,7,4,7,6,5,5,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,6,5,6,3,7,5,3,3,1,4,3,,I would like them to benefit traveling somehow.,Somewhat agree,Male,25,,start,start
11/12/17 14:30,11/12/17 14:34,IP Address,,100,237,TRUE,11/12/17 14:34,R_Z50QRCdDiaFJnBn,,,,,,,anonymous,EN,"Yes, I consent.",,1,7,3,5,1,1,1,4,7,1,1,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant and take the $100 Visa gift card instead,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Not spend my miles on a $150 gas card and take the $100 Visa gift card instead,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,3,7,3,7,2,1,1,4,7,1,2,,,,,,,,,,,,,,,,,,,,,,,i would still have them until they hit the expiry date,Somewhat disagree,Female,18,,end,end
11/12/17 15:10,11/12/17 15:17,IP Address,,100,403,TRUE,11/12/17 15:17,R_3M3tsAoPRIikg4C,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,7,7,7,7,1,7,5,7,7,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,7,7,7,7,7,7,1,7,7,6,7,,,,,,,,,,,,,,,,,,,,,,,$100 visa gift card,Somewhat disagree,Female,23,,end,end
11/12/17 18:45,11/12/17 18:49,IP Address,,100,263,TRUE,11/12/17 18:49,R_3QKPdhWRp200adT,,,,,,,anonymous,EN,"Yes, I consent.",,4,7,2,5,7,3,2,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Not spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,1,4,7,2,3,6,2,2,2,4,2,,you'd get a $100 visa gift card,Somewhat agree,Male,24,,end,start
11/12/17 19:29,11/12/17 19:33,IP Address,,100,269,TRUE,11/12/17 19:33,R_OBhxOHPM9MQeSqt,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,3,7,5,7,1,7,1,7,7,Spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Spend my miles on an unlimited movie theater pass for one month,7,7,1,3,7,5,7,1,7,1,7,,,,,,,,,,,,,,,,,,,,,,,,Use for other discount or take the $100 visa gift card ,Agree,Female,22,,end,start
11/12/17 20:11,11/12/17 20:17,IP Address,,100,324,TRUE,11/12/17 20:17,R_1jU4rg9QrY1uHVq,,,,,,,anonymous,EN,"Yes, I consent.",3,5,7,2,4,3,2,2,4,6,5,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant and take the $100 Visa gift card instead,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,3,6,7,2,4,3,2,1,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,They would expire,Somewhat agree,Male,30,,start,start
11/12/17 23:16,11/12/17 23:25,IP Address,,100,529,TRUE,11/12/17 23:25,R_Y39xuADuxcnmIBH,,,,,,,anonymous,EN,"Yes, I consent.",6,4,2,1,7,1,5,1,2,7,1,,Not spend my miles on 2 nights in a luxury hotel and take the $100 Visa gift card instead,Not spend my miles on an upgrade of an international flight to first class and take the $100 Visa gift card instead,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant and take the $100 Visa gift card instead,Not spend my miles on a $150 mall gift card and take the $100 Visa gift card instead,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Not spend my miles on a $150 gas card and take the $100 Visa gift card instead,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,7,4,2,1,7,2,6,2,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,"I might not use them, unless I am traveling somewhere. ",Somewhat disagree,Male,26,,start,start
11/13/17 2:07,11/13/17 2:12,IP Address,,100,305,TRUE,11/13/17 2:12,R_PYz5kISe1EhBtId,,,,,,,anonymous,EN,"Yes, I consent.",7,1,7,4,7,6,7,5,6,7,5,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Spend my miles on an unlimited movie theater pass for one month,,4,6,4,7,5,7,5,6,7,6,7,Convert them to miles on another card,Strongly agree,Female,45,,start,end
11/13/17 10:30,11/13/17 10:34,IP Address,,100,250,TRUE,11/13/17 10:34,R_XTbB5cAIXFeeVTb,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,3,5,7,5,3,5,3,3,3,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Not spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,4,7,6,3,4,7,5,3,4,3,3,,I would receive a $100-$150 gift card,Somewhat agree,Male,23,,end,start
11/14/17 13:11,11/14/17 13:20,IP Address,,100,562,TRUE,11/14/17 13:20,R_usoBNRlmbPVKSNr,,,,,,,anonymous,EN,"Yes, I consent.",,6,7,4,7,6,5,3,2,4,5,3,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Not spend my miles on a $150 gas card and take the $100 Visa gift card instead,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,2,5,7,3,6,5,3,2,2,4,5,,,,,,,,,,,,,,,,,,,,,,,,Receive a $100 visa card ,Somewhat disagree,Female,32,,end,start
11/14/17 13:17,11/14/17 13:22,IP Address,,100,296,TRUE,11/14/17 13:22,R_spdt3rnpcXKmXkZ,,,,,,,anonymous,EN,"Yes, I consent.",5,7,7,4,6,5,4,5,3,3,5,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,5,7,4,6,5,4,5,4,5,5,6,,,,,,,,,,,,,,,,,,,,,,,$100 VISA gift card ,Somewhat disagree,Female,22,,start,end
11/14/17 20:29,11/14/17 20:33,IP Address,,100,251,TRUE,11/14/17 20:33,R_U9JHzyX8CyY8Rfr,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,5,6,7,4,3,5,5,4,6,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,,7,7,4,5,7,4,3,5,5,4,5,,,,,,,,,,,,,,,,,,,,,,,they would expire,Strongly agree,Female,20,,end,end
11/14/17 22:49,11/14/17 22:54,IP Address,,100,282,TRUE,11/14/17 22:54,R_2tEbevjDdOeTpN2,,,,,,,anonymous,EN,"Yes, I consent.",7,3,7,3,7,2,5,1,7,5,7,,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,7,5,7,4,7,5,7,1,7,7,7,,They would expire and I would get a $100 Visa Gift card.,Somewhat disagree,Male,24,,start,start
11/15/17 19:55,11/15/17 20:02,IP Address,,100,382,TRUE,11/15/17 20:02,R_25BICn0pVDpKmzH,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,5,7,7,7,5,7,2,4,7,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,7,7,7,7,7,7,7,4,7,3,7,,I would try to redeem them or travel,Somewhat disagree,Female,56,,end,start
11/16/17 13:38,11/16/17 13:43,IP Address,,100,281,TRUE,11/16/17 13:43,R_UnFnzpuOrcf074d,,,,,,,anonymous,EN,"Yes, I consent.",7,7,7,7,7,7,7,7,7,7,7,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone and take the $100 Visa gift card instead,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,7,7,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,"Get $100 visa giftcard. Or was that one of the 10 options? If so, just spend them on a flight",Somewhat disagree,Female,23,,start,start
11/19/17 2:03,11/19/17 2:06,IP Address,,100,195,TRUE,11/19/17 2:06,R_2SfCA6NbBJnQjy9,,,,,,,anonymous,EN,"Yes, I consent.",7,6,5,2,5,5,4,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,6,6,1,6,6,5,1,1,4,1,7,ged lit,Agree,Male,20,,start,end
11/12/17 3:04,11/12/17 3:10,IP Address,,2,345,FALSE,11/19/17 3:11,R_b1qECq7dHr13Jbr,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,start
11/12/17 6:20,11/12/17 6:22,IP Address,,95,126,FALSE,11/19/17 6:22,R_RKSBKbRKiT1EHC1,,,,,,,anonymous,EN,"Yes, I consent.",7,7,7,1,7,1,4,1,5,3,3,,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Not spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,6,6,1,7,1,3,1,5,3,1,4,I would have flown ,,,,,start,end
11/12/17 8:55,11/12/17 8:57,IP Address,,58,93,FALSE,11/19/17 8:57,R_2OSVskg6eXPPB9M,,,,,,,anonymous,EN,"Yes, I consent.",7,5,6,5,7,7,6,7,5,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
11/12/17 9:43,11/12/17 9:43,IP Address,,2,14,FALSE,11/19/17 9:44,R_1Cyf97xhUpw6Hdb,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,end
11/12/17 10:31,11/12/17 10:31,IP Address,,2,10,FALSE,11/19/17 10:31,R_2Suwnink5DljFla,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,start
11/12/17 12:13,11/12/17 12:26,IP Address,,58,776,FALSE,11/19/17 12:27,R_3Gdo6UWD6EuYmVg,,,,,,,anonymous,EN,"Yes, I consent.",5,3,6,5,7,7,4,6,5,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
11/19/17 12:47,11/19/17 12:54,IP Address,,100,426,TRUE,11/19/17 12:54,R_2S1XgGzYpBDAQx5,,,,,,,anonymous,EN,"Yes, I consent.",,4,6,3,6,4,2,2,5,5,2,4,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,5,6,3,5,5,5,2,5,2,2,4,Get a $100 visa card,Neither agree nor disagree,Male,30,,end,end
11/12/17 16:21,11/12/17 16:26,IP Address,,74,308,FALSE,11/19/17 16:27,R_3NExbfGTNuxOlH9,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,7,7,7,7,7,6,3,7,7,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Spend my miles on an unlimited movie theater pass for one month,,,,,,,,,,,,,,,,,,end,start
11/12/17 16:32,11/12/17 16:32,IP Address,,2,19,FALSE,11/19/17 16:33,R_2waE82SICbI8yjG,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
11/12/17 22:15,11/12/17 22:18,IP Address,,74,167,FALSE,11/19/17 22:18,R_3EHnu1XvdqymWh7,,,,,,,anonymous,EN,"Yes, I consent.",7,7,7,7,7,7,1,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Not spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,,,,,,,,,,,,,,,,,start,end
11/12/17 22:42,11/12/17 22:44,IP Address,,2,127,FALSE,11/19/17 22:44,R_42P6go6cBuMXSjT,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
11/13/17 7:28,11/13/17 7:29,IP Address,,58,42,FALSE,11/20/17 7:29,R_6EzlyhXdkPKRrPP,,,,,,,anonymous,EN,"Yes, I consent.",1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,start
11/12/17 4:28,11/13/17 18:35,IP Address,,74,137192,FALSE,11/20/17 18:35,R_1f3YKf2rAIcxyjz,,,,,,,anonymous,EN,"Yes, I consent.",7,3,3,3,7,3,5,2,1,3,5,,,,,,,,,,,,,,,,,,,,,,,,Not spend my miles on 2 nights in a luxury hotel,Not spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions,Not spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month,,,,,,,,,,,,,,,,,,start,end
11/14/17 1:54,11/14/17 5:22,IP Address,,95,12479,FALSE,11/21/17 5:22,R_1Cl4k75MGQMXI43,,,,,,,anonymous,EN,"Yes, I consent.",,5,7,5,7,7,6,6,7,6,5,7,,,,,,,,,,,,,,,,,,,,,,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Not spend my miles on a $150 discount on a new smartphone,Spend my miles on an unlimited movie theater pass for one month,7,5,7,5,7,7,7,6,7,1,5,,They would certainly expire as I am not a regular traveller & I won't be able to do much in that regard. ,,,,,end,start
11/14/17 12:12,11/14/17 12:13,IP Address,,2,22,FALSE,11/21/17 12:13,R_1MLDD3NFAi5KZKf,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,start
11/14/17 13:23,11/14/17 13:29,IP Address,,58,337,FALSE,11/21/17 13:30,R_3HYwjvOKJ5ZTzmP,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,3,7,3,7,1,7,4,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,start
11/15/17 10:51,11/15/17 11:04,IP Address,,94,781,FALSE,11/22/17 11:04,R_1k1SGm7DwVxJEtK,,,,,,,anonymous,EN,"Yes, I consent.",5,6,5,4,7,1,6,5,3,7,5,,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Spend my miles on a 4-day rental of a mid-sized vehicle,Spend my miles on a $200 Amazon gift card,Spend my miles on dinner for 2 at a Michelin-starred restaurant,Spend my miles on a $150 mall gift card,Spend my miles on 2 one-year magazine subscriptions,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Spend my miles on an unlimited movie theater pass for one month,,5,5,5,6,1,6,5,4,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
11/14/17 18:15,11/15/17 11:53,IP Address,,58,63487,FALSE,11/22/17 11:53,R_vegRJWWR00AFEdj,,,,,,,anonymous,EN,"Yes, I consent.",7,7,7,7,7,6,6,6,6,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
11/16/17 0:24,11/16/17 0:24,IP Address,,2,18,FALSE,11/23/17 0:24,R_21AqF9tf3dLs7nr,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,start
11/17/17 18:52,11/17/17 18:58,IP Address,,94,365,FALSE,11/24/17 18:59,R_DxlzC4liciNLWkV,,,,,,,anonymous,EN,"Yes, I consent.",,7,7,1,3,4,3,1,1,7,1,6,Spend my miles on 2 nights in a luxury hotel,Spend my miles on an upgrade of an international flight to first class,Not spend my miles on a 4-day rental of a mid-sized vehicle and take the $100 Visa gift card instead,Spend my miles on a $200 Amazon gift card,Not spend my miles on dinner for 2 at a Michelin-starred restaurant and take the $100 Visa gift card instead,Spend my miles on a $150 mall gift card,Not spend my miles on 2 one-year magazine subscriptions and take the $100 Visa gift card instead,Spend my miles on a $150 gas card,Spend my miles on a $150 discount on a new smartphone,Not spend my miles on an unlimited movie theater pass for one month and take the $100 Visa gift card instead,5,7,7,1,5,4,5,1,4,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,end,start
11/19/17 2:01,11/19/17 2:01,IP Address,,2,32,FALSE,11/26/17 2:02,R_31t8JW4Nnx9BOMt,,,,,,,anonymous,EN,"Yes, I consent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,start,end
